@relation InstanceResultListener

@attribute Key_Dataset {pacman-data-training}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.trees.J48,weka.classifiers.rules.ZeroR,weka.classifiers.rules.PART,weka.classifiers.bayes.NaiveBayes,weka.classifiers.lazy.IBk,weka.classifiers.functions.SimpleLogistic}
@attribute Key_Scheme_options {'-C 0.25 -M 2','','-K 1 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"','-I 0 -M 500 -H 50 -W 0.0'}
@attribute Key_Scheme_version_ID {-217733168393644444,48055541465867954,8121455039782598361,5995231201785697655,-3080186098777067172,7397710626304705059}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Number_correct numeric
@attribute Number_incorrect numeric
@attribute Number_unclassified numeric
@attribute Percent_correct numeric
@attribute Percent_incorrect numeric
@attribute Percent_unclassified numeric
@attribute Kappa_statistic numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute KB_information numeric
@attribute KB_mean_information numeric
@attribute KB_relative_information numeric
@attribute True_positive_rate numeric
@attribute Num_true_positives numeric
@attribute False_positive_rate numeric
@attribute Num_false_positives numeric
@attribute True_negative_rate numeric
@attribute Num_true_negatives numeric
@attribute False_negative_rate numeric
@attribute Num_false_negatives numeric
@attribute IR_precision numeric
@attribute IR_recall numeric
@attribute F_measure numeric
@attribute Matthews_correlation numeric
@attribute Area_under_ROC numeric
@attribute Area_under_PRC numeric
@attribute Weighted_avg_true_positive_rate numeric
@attribute Weighted_avg_false_positive_rate numeric
@attribute Weighted_avg_true_negative_rate numeric
@attribute Weighted_avg_false_negative_rate numeric
@attribute Weighted_avg_IR_precision numeric
@attribute Weighted_avg_IR_recall numeric
@attribute Weighted_avg_F_measure numeric
@attribute Weighted_avg_matthews_correlation numeric
@attribute Weighted_avg_area_under_ROC numeric
@attribute Weighted_avg_area_under_PRC numeric
@attribute Unweighted_macro_avg_F_measure numeric
@attribute Unweighted_micro_avg_F_measure numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 49\nSize of the tree: 97\n','Number of leaves: 37\nSize of the tree: 73\n','Number of leaves: 41\nSize of the tree: 81\n','Number of leaves: 44\nSize of the tree: 87\n','Number of leaves: 36\nSize of the tree: 71\n','Number of leaves: 39\nSize of the tree: 77\n','Number of leaves: 42\nSize of the tree: 83\n','Number of leaves: 45\nSize of the tree: 89\n','Number of leaves: 38\nSize of the tree: 75\n','Number of leaves: 43\nSize of the tree: 85\n','Number of leaves: 40\nSize of the tree: 79\n','Number of leaves: 47\nSize of the tree: 93\n','Number of leaves: 46\nSize of the tree: 91\n','Number of leaves: 32\nSize of the tree: 63\n','Number of leaves: 34\nSize of the tree: 67\n','Number of leaves: 33\nSize of the tree: 65\n','Number of leaves: 50\nSize of the tree: 99\n','Number of leaves: 23\nSize of the tree: 45\n','Number of leaves: 20\nSize of the tree: 39\n','Number of leaves: 17\nSize of the tree: 33\n','Number of leaves: 22\nSize of the tree: 43\n','Number of leaves: 21\nSize of the tree: 41\n','Number of leaves: 19\nSize of the tree: 37\n','Number of leaves: 16\nSize of the tree: 31\n','Number of leaves: 18\nSize of the tree: 35\n','Number of leaves: 24\nSize of the tree: 47\n','Number of leaves: 15\nSize of the tree: 29\n','Number of leaves: 14\nSize of the tree: 27\n','Number of leaves: 26\nSize of the tree: 51\n','Number of leaves: 31\nSize of the tree: 61\n','Number of leaves: 35\nSize of the tree: 69\n','Number of leaves: 48\nSize of the tree: 95\n','Number of leaves: 28\nSize of the tree: 55\n','Number of leaves: 27\nSize of the tree: 53\n','Number of leaves: 29\nSize of the tree: 57\n','Number of leaves: 30\nSize of the tree: 59\n','Number of leaves: 25\nSize of the tree: 49\n','Number of leaves: 75\nSize of the tree: 149\n','Number of leaves: 68\nSize of the tree: 135\n','Number of leaves: 74\nSize of the tree: 147\n','Number of leaves: 70\nSize of the tree: 139\n','Number of leaves: 67\nSize of the tree: 133\n','Number of leaves: 69\nSize of the tree: 137\n','Number of leaves: 72\nSize of the tree: 143\n','Number of leaves: 65\nSize of the tree: 129\n','Number of leaves: 66\nSize of the tree: 131\n','Number of leaves: 73\nSize of the tree: 145\n','Number of leaves: 76\nSize of the tree: 151\n','Number of leaves: 81\nSize of the tree: 161\n','Number of leaves: 62\nSize of the tree: 123\n','Number of leaves: 71\nSize of the tree: 141\n','Number of leaves: 78\nSize of the tree: 155\n','Number of leaves: 77\nSize of the tree: 153\n','Number of leaves: 64\nSize of the tree: 127\n','Number of leaves: 79\nSize of the tree: 157\n','Number of leaves: 58\nSize of the tree: 115\n','Number of leaves: 56\nSize of the tree: 111\n','Number of leaves: 51\nSize of the tree: 101\n','Number of leaves: 57\nSize of the tree: 113\n','Number of leaves: 55\nSize of the tree: 109\n','Number of leaves: 60\nSize of the tree: 119\n','Number of leaves: 59\nSize of the tree: 117\n','Number of leaves: 52\nSize of the tree: 103\n','Number of leaves: 53\nSize of the tree: 105\n','Number of leaves: 54\nSize of the tree: 107\n','Number of leaves: 61\nSize of the tree: 121\n','Number of leaves: 63\nSize of the tree: 125\n','Number of rules: 32\n','Number of rules: 34\n','Number of rules: 35\n','Number of rules: 31\n','Number of rules: 27\n','Number of rules: 30\n','Number of rules: 37\n','Number of rules: 29\n','Number of rules: 36\n','Number of rules: 26\n','Number of rules: 33\n','Number of rules: 28\n','Number of rules: 25\n','Number of rules: 23\n','Number of rules: 38\n','Number of rules: 19\n','Number of rules: 17\n','Number of rules: 22\n','Number of rules: 16\n','Number of rules: 18\n','Number of rules: 20\n','Number of rules: 15\n','Number of rules: 21\n','Number of rules: 14\n','Number of rules: 39\n','Number of rules: 42\n','Number of rules: 41\n','Number of rules: 24\n','Number of rules: 54\n','Number of rules: 52\n','Number of rules: 53\n','Number of rules: 49\n','Number of rules: 60\n','Number of rules: 55\n','Number of rules: 58\n','Number of rules: 50\n','Number of rules: 56\n','Number of rules: 46\n','Number of rules: 59\n','Number of rules: 51\n','Number of rules: 45\n','Number of rules: 48\n','Number of rules: 57\n','Number of rules: 47\n','Number of rules: 40\n','Number of rules: 43\n','Number of rules: 44\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric

@data
pacman-data-training,8,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.27004,0.363695,100,100,36.239097,36.239097,0,1.647232,1.647232,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.342975,?,0.409091,0,0,0,0,0,0,983,26532,4532,100,80,?,?,?,?,?,?
pacman-data-training,8,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,8,14,0,36.363636,63.636364,0,0,0.275773,0.372432,100,100,39.267406,39.267406,0,1.784882,1.784882,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.363636,0.363636,0.636364,0.636364,?,0.363636,?,?,0.5,0.309917,?,0.363636,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,8,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,8,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,8,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,8,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,8,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,8,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,8,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,8,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,9,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.27004,0.363695,100,100,36.239097,36.239097,0,1.647232,1.647232,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.342975,?,0.409091,0,0,0,0,0,0,983,26532,4532,100,80,?,?,?,?,?,?
pacman-data-training,9,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,8,14,0,36.363636,63.636364,0,0,0.275773,0.372432,100,100,39.267406,39.267406,0,1.784882,1.784882,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.363636,0.363636,0.636364,0.636364,?,0.363636,?,?,0.5,0.309917,?,0.363636,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,9,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,9,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,9,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,9,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,9,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,9,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,9,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,9,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,10,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.27004,0.363695,100,100,36.239097,36.239097,0,1.647232,1.647232,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.342975,?,0.409091,0,0,0,0,0,0,983,26532,4532,100,80,?,?,?,?,?,?
pacman-data-training,10,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,10,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,10,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,10,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,10,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,10,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,10,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,10,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,9,13,0,40.909091,59.090909,0,0,0.273712,0.369327,100,100,38.723317,38.723317,0,1.760151,1.760151,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.409091,0.409091,0.590909,0.590909,?,0.409091,?,?,0.5,0.318182,?,0.409091,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,10,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,198,22,8,14,0,36.363636,63.636364,0,0,0.275773,0.372432,100,100,39.267406,39.267406,0,1.784882,1.784882,0,0,0,0,0,0,0,0,1,16,1,6,?,0,?,?,0.5,0.272727,0.363636,0.363636,0.636364,0.636364,?,0.363636,?,?,0.5,0.309917,?,0.363636,0,0,0,0,0,0,983,26532,4532,95.454545,60,?,?,?,?,?,?
pacman-data-training,1,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,445,50,16,34,0,32,68,0,0,0.28992,0.380645,100,100,96.406888,96.406888,0,1.928138,1.928138,0,0,0,0,0,0,0,0,1,41,1,9,?,0,?,?,0.5,0.18,0.32,0.32,0.68,0.68,?,0.32,?,?,0.5,0.276,?,0.32,0,0,0,0,0,0,983,57407,8032,100,80,?,?,?,?,?,?
pacman-data-training,1,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,445,50,17,33,0,34,66,0,0,0.288782,0.37896,100,100,95.449933,95.449933,0,1.908999,1.908999,0,0,0,0,0,0,0,0,1,42,1,8,?,0,?,?,0.5,0.16,0.34,0.34,0.66,0.66,?,0.34,?,?,0.5,0.2824,?,0.34,0,0,0,0,0,0,983,57407,8032,100,80,?,?,?,?,?,?
pacman-data-training,1,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,445,50,17,33,0,34,66,0,0,0.288782,0.37896,100,100,95.449933,95.449933,0,1.908999,1.908999,0,0,0,0,0,0,0,0,1,42,1,8,?,0,?,?,0.5,0.16,0.34,0.34,0.66,0.66,?,0.34,?,?,0.5,0.2824,?,0.34,0,0,0,0,0,0,983,57407,8032,100,80,?,?,?,?,?,?
pacman-data-training,1,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,445,50,17,33,0,34,66,0,0,0.288782,0.37896,100,100,95.449933,95.449933,0,1.908999,1.908999,0,0,0,0,0,0,0,0,1,42,1,8,?,0,?,?,0.5,0.16,0.34,0.34,0.66,0.66,?,0.34,?,?,0.5,0.2824,?,0.34,0,0,0,0,0,0,983,57407,8032,100,80,?,?,?,?,?,?
pacman-data-training,1,5,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,445,50,16,34,0,32,68,0,0,0.289938,0.380671,100,100,96.427995,96.427995,0,1.92856,1.92856,0,0,0,0,0,0,0,0,1,42,1,8,?,0,?,?,0.5,0.16,0.32,0.32,0.68,0.68,?,0.32,?,?,0.5,0.276,?,0.32,0,0,0,0,0,0,983,57407,8032,100,80,?,?,?,?,?,?
pacman-data-training,1,6,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,446,49,16,33,0,32.653061,67.346939,0,0,0.29033,0.38125,100,100,94.825144,94.825144,0,1.935207,1.935207,0,0,0,0,0,0,0,0,1,41,1,8,?,0,?,?,0.5,0.163265,0.326531,0.326531,0.673469,0.673469,?,0.326531,?,?,0.5,0.273636,?,0.326531,0,0,0,0,0,0,983,57532,7907,100,80,?,?,?,?,?,?
pacman-data-training,1,7,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,446,49,16,33,0,32.653061,67.346939,0,0,0.29033,0.38125,100,100,94.825144,94.825144,0,1.935207,1.935207,0,0,0,0,0,0,0,0,1,41,1,8,?,0,?,?,0.5,0.163265,0.326531,0.326531,0.673469,0.673469,?,0.326531,?,?,0.5,0.273636,?,0.326531,0,0,0,0,0,0,983,57532,7907,100,80,?,?,?,?,?,?
pacman-data-training,1,8,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,446,49,16,33,0,32.653061,67.346939,0,0,0.290312,0.381223,100,100,94.804037,94.804037,0,1.934776,1.934776,0,0,0,0,0,0,0,0,1,40,1,9,?,0,?,?,0.5,0.183673,0.326531,0.326531,0.673469,0.673469,?,0.326531,?,?,0.5,0.273636,?,0.326531,0,0,0,0,0,0,983,57532,7907,100,80,?,?,?,?,?,?
pacman-data-training,1,9,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,446,49,16,33,0,32.653061,67.346939,0,0,0.290312,0.381223,100,100,94.804037,94.804037,0,1.934776,1.934776,0,0,0,0,0,0,0,0,1,40,1,9,?,0,?,?,0.5,0.183673,0.326531,0.326531,0.673469,0.673469,?,0.326531,?,?,0.5,0.273636,?,0.326531,0,0,0,0,0,0,983,57532,7907,100,80,?,?,?,?,?,?
pacman-data-training,1,10,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,446,49,16,33,0,32.653061,67.346939,0,0,0.290312,0.381223,100,100,94.804037,94.804037,0,1.934776,1.934776,0,0,0,0,0,0,0,0,1,40,1,9,?,0,?,?,0.5,0.183673,0.326531,0.326531,0.673469,0.673469,?,0.326531,?,?,0.5,0.273636,?,0.326531,0,0,0,0,0,0,983,57532,7907,100,80,?,?,?,?,?,?
pacman-data-training,2,1,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,445,50,16,34,0,32,68,0,0,0.289938,0.380671,100,100,96.427995,96.427995,0,1.92856,1.92856,0,0,0,0,0,0,0,0,1,42,1,8,?,0,?,?,0.5,0.16,0.32,0.32,0.68,0.68,?,0.32,?,?,0.5,0.276,?,0.32,0,0,0,0,0,0,983,57407,8032,100,80,?,?,?,?,?,?
pacman-data-training,2,2,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,445,50,16,34,0,32,68,0,0,0.28992,0.380645,100,100,96.406888,96.406888,0,1.928138,1.928138,0,0,0,0,0,0,0,0,1,41,1,9,?,0,?,?,0.5,0.18,0.32,0.32,0.68,0.68,?,0.32,?,?,0.5,0.276,?,0.32,0,0,0,0,0,0,983,57407,8032,100,80,?,?,?,?,?,?
pacman-data-training,2,3,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,445,50,16,34,0,32,68,0,0,0.28992,0.380645,100,100,96.406888,96.406888,0,1.928138,1.928138,0,0,0,0,0,0,0,0,1,41,1,9,?,0,?,?,0.5,0.18,0.32,0.32,0.68,0.68,?,0.32,?,?,0.5,0.276,?,0.32,0,0,0,0,0,0,983,57407,8032,100,80,?,?,?,?,?,?
pacman-data-training,2,4,weka.classifiers.rules.ZeroR,'',48055541465867954,20220315.1257,445,50,16,34,0,32,68,0,0,0.28992,0.380645,100,100,96.406888,96.406888,0,1.928138,1.928138,0,0,0,0,0,0,0,0,1,41,1,9,?,0,?,?,0.5,0.18,0.32,0.32,0.68,0.68,?,0.32,?,?,0.5,0.276,?,0.32,0,0,0,0,0,0,983,57407,8032,100,80,?,?,?,?,?,?
